TITLE = Properties at Final State
VARIABLES="X","Y","Z","Dp"
0.041978 0.012358 0.002000 0.004000
0.039969 0.008900 0.002000 0.004000
0.017972 0.005457 0.002000 0.004000
0.023946 0.022753 0.002000 0.004000
0.041981 0.005454 0.002000 0.004000
0.027951 0.022749 0.002000 0.004000
0.013965 0.012365 0.002000 0.004000
0.015954 0.015827 0.002000 0.004000
0.029968 0.019295 0.002000 0.004000
0.047992 0.001994 0.002000 0.004000
0.035954 0.015810 0.002000 0.004000
0.023970 0.001995 0.002000 0.004000
0.039976 0.022713 0.002000 0.004000
0.001999 0.012372 0.002000 0.004000
0.035969 0.008906 0.002000 0.004000
0.042025 0.033132 0.002000 0.004000
0.019942 0.022756 0.002000 0.004000
0.001998 0.016368 0.002000 0.004000
0.025981 0.026227 0.002000 0.004000
0.027964 0.008910 0.002000 0.004000
0.009210 0.018733 0.002000 0.004000
0.011972 0.008906 0.002000 0.004000
0.044001 0.029661 0.002000 0.004000
0.013190 0.025661 0.002000 0.004000
0.047997 0.022734 0.002000 0.004000
0.027961 0.015833 0.002000 0.004000
0.019922 0.029670 0.002000 0.004000
0.021943 0.026219 0.002000 0.004000
0.031984 0.029687 0.002000 0.004000
0.037976 0.012364 0.002000 0.004000
0.048004 0.029646 0.002000 0.004000
0.019956 0.015828 0.002000 0.004000
0.045999 0.012355 0.002000 0.004000
0.046007 0.019266 0.002000 0.004000
0.039988 0.015817 0.002000 0.004000
0.031954 0.015826 0.002000 0.004000
0.021960 0.005443 0.002000 0.004000
0.015933 0.022747 0.002000 0.004000
0.011973 0.001988 0.002000 0.004000
0.007974 0.008905 0.002000 0.004000
0.031987 0.022751 0.002000 0.004000
0.023948 0.029677 0.002000 0.004000
0.031960 0.008904 0.002000 0.004000
0.015964 0.008906 0.002000 0.004000
0.025949 0.019286 0.002000 0.004000
0.019968 0.008914 0.002000 0.004000
0.011955 0.015826 0.002000 0.004000
0.005997 0.016368 0.002000 0.004000
0.033958 0.012358 0.002000 0.004000
0.009978 0.005451 0.002000 0.004000
0.021927 0.033132 0.002000 0.004000
0.003982 0.001987 0.002000 0.004000
0.043991 0.008909 0.002000 0.004000
0.029963 0.005447 0.002000 0.004000
0.041995 0.019269 0.002000 0.004000
0.015973 0.001998 0.002000 0.004000
0.033969 0.019285 0.002000 0.004000
0.003983 0.008911 0.002000 0.004000
0.027967 0.001991 0.002000 0.004000
0.013944 0.019289 0.002000 0.004000
0.007980 0.001996 0.002000 0.004000
0.017946 0.019291 0.002000 0.004000
0.035981 0.022743 0.002000 0.004000
0.017925 0.026207 0.002000 0.004000
0.031969 0.001995 0.002000 0.004000
0.033976 0.026219 0.002000 0.004000
0.037968 0.005445 0.002000 0.004000
0.023955 0.015825 0.002000 0.004000
0.019965 0.001989 0.002000 0.004000
0.035970 0.001993 0.002000 0.004000
0.039973 0.001997 0.002000 0.004000
0.045984 0.005445 0.002000 0.004000
0.023959 0.008902 0.002000 0.004000
0.033967 0.005449 0.002000 0.004000
0.048002 0.008901 0.002000 0.004000
0.004002 0.019834 0.002000 0.004000
0.039996 0.029661 0.002000 0.004000
0.025959 0.012366 0.002000 0.004000
0.043995 0.022730 0.002000 0.004000
0.041982 0.026184 0.002000 0.004000
0.037989 0.026203 0.002000 0.004000
0.035998 0.029720 0.002000 0.004000
0.025968 0.005454 0.002000 0.004000
0.043995 0.015809 0.002000 0.004000
0.029959 0.012367 0.002000 0.004000
0.001993 0.005451 0.002000 0.004000
0.011202 0.022195 0.002000 0.004000
0.029977 0.026214 0.002000 0.004000
0.021962 0.012368 0.002000 0.004000
0.005978 0.005446 0.002000 0.004000
0.037963 0.019260 0.002000 0.004000
0.043978 0.001994 0.002000 0.004000
0.005986 0.012372 0.002000 0.004000
0.017960 0.012367 0.002000 0.004000
0.013967 0.005444 0.002000 0.004000
0.045985 0.026191 0.002000 0.004000
0.021949 0.019292 0.002000 0.004000
0.048002 0.015804 0.002000 0.004000
0.009970 0.012363 0.002000 0.004000
0.027978 0.029696 0.002000 0.004000
